folio_i,folio_int,sexo,edad,peso,estatura,imc,muestra_suero,ac_urico,albu,col_hdl,col_ldl,colest,creat,glu_suero,insulina,trig,hb1ac,ponde_venosa,estrato,est_sel,ponde_hemo,riesgo_diabetes_cat,nombre_completo,nss,CURP,unidad_medica
2024_01001370,2024_01001370_03,Mujer,31,69.1,162.6,,1,5.2,3.3,32,49,90,0.64,89,3.8,87,,"1,321,827,328",1,11,"8,951,488,761",0,Martha Martinez Cortes,20977277454,MAM31001370HDFRRA01,HGZ 1 - Centro
2024_01001386,2024_01001386_03,Mujer,25,102.95,158,,1,4.4,4.4,44,69,124,0.61,117,395,147,,"2,740,437,187",2,12,"2,432,230,858",2,Isabel Rodriguez Rodriguez,46899483339,ISM70001386HDFRRA01,Hospital Regional Sur
2024_01001388,2024_01001388_01,Hombre,61,,,,1,4.7,2,22,34,48,0.62,147,3.6,63,8,"1,826,229,678",2,12,"1,525,585,276",2,Carlos Garcia Lopez,42946521845,CAH43001388HDFRRA01,Centro de Salud Urbano N01
2024_01001390,2024_01001390_01,Hombre,53,70.45,173.2,,1,5.5,4,49,137,203,0.68,275,2.1,130,,"2,415,041,837",2,12,,2,Javier Perez Ramirez,93854113559,JAH97001390HDFRRA01,HGZ 1 - Centro
2024_01001390,2024_01001390_02,Mujer,42,90.95,155,,1,6.2,4,50,86,146,0.72,93,6.9,103,,"2,740,437,187",2,12,"2,432,230,858",0,Ana Perez Cortes,42826576054,ANM14001390HDFRRA01,Unidad Médica Familiar 22
2024_01001392,2024_01001392_02,Mujer,77,,,,1,6.8,4.3,48,82,157,1.18,116,6.6,154,,"3,037,235,311",2,12,"2,691,425,981",2,Isabel Sanchez Hernandez,57957966507,ISM81001392HDFRRA01,Hospital Regional Sur
2024_01001403,2024_01001403_04,Mujer,20,58.95,151.7,,1,4,4.5,49,86,142,0.65,84,22.1,97,5,"2,305,767,003",2,12,"2,046,446,341",0,Lucia Garcia Ramirez,91956284144,LUM81001403HDFRRA01,Hospital Regional Sur
2024_01001407,2024_01001407_01,Mujer,35,63.5,146,,1,3.5,3.9,56,79,146,0.55,79,12.2,144,,"3,695,438,024",2,12,"327,982,646",0,Ximena Perez Ramirez,55705020250,XIM62001407HDFRRA01,HGZ 1 - Centro
2024_01001409,2024_01001409_01,Hombre,60,64.4,165.5,,1,3.8,4.4,60,116,179,0.69,73,1.6,83,,"6,513,294,652",2,12,,0,Ricardo Rodriguez Ramirez,95725267182,RIH98001409HDFRRA01,Unidad Médica Familiar 22
2024_01001409,2024_01001409_04,Mujer,21,58.1,154,,1,4,4.5,50,86,144,0.7,99,58.7,87,,"3,695,438,024",2,12,"327,982,646",0,Elena Gonzalez Rodriguez,99844674284,ELM63001409HDFRRA01,Centro de Salud Urbano N01
2024_21010013,2024_21010013_01,Mujer,69,,,,1,5.3,3.1,33,79,125,0.66,81,5.2,236,6,"3,393,400,814",2,212,"242,108,049",2,Lucia Sanchez Sanchez,91995789513,LUM42010013HDFRRA01,Hospital Regional Sur
2024_21010015,2024_21010015_01,Hombre,72,,,,1,3.9,2.7,37,62,100,0.8,90,3.7,64,,"3,250,820,627",2,212,"2,920,662,142",0,Ricardo Ramirez Hernandez,93984699428,RIH87010015HDFRRA01,Centro de Salud Urbano N01
2024_21010026,2024_21010026_02,Hombre,69,,,,1,4.8,3.6,36,90,153,0.83,98,18.2,165,,"5,705,253,592",2,212,"5,125,819,012",0,Raffael Sanchez Rodriguez,27999323741,RAH99010026HDFRRA01,Unidad Médica Familiar 22
2024_21010029,2024_21010029_01,Mujer,42,62.2,149.8,,1,4.2,2.9,34,89,130,0.47,78,6.8,154,,"4,975,683,828",2,212,"2,135,853,974",0,Elena Rodriguez Cortes,22824125982,ELM19010029HDFRRA01,HGZ 1 - Centro
2024_21010031,2024_21010031_01,Hombre,85,,,,1,5.8,2.7,25,61,94,0.79,72,3.9,128,,"6,701,585,682",2,212,"6,020,962,039",0,Luis Gonzalez Garcia,84729445562,LUH34010031HDFRRA01,Unidad Médica Familiar 22
2024_21010031,2024_21010031_03,Hombre,42,82.05,171.6,,1,4.7,3.4,25,54,116,0.68,77,6.6,340,,"1,191,297,611",2,212,,0,Eduardo Gonzalez Hernandez,89785046494,EDH61010031HDFRRA01,Clínica 14 - Santa Fe
2024_21010034,2024_21010034_02,Mujer,67,,,,1,3,3.7,42,122,185,0.51,288,6.4,204,,"5,787,244,541",2,212,"4,129,009,692",2,Isabel Martinez Garcia,73805269098,ISM22010034HDFRRA01,Centro de Salud Urbano N01
2024_21010034,2024_21010034_05,Hombre,22,56.55,166.5,,1,6.1,3.9,42,80,123,0.8,84,7.2,54,,"2,002,298,666",2,212,,0,Miguel Rodriguez Perez,34928138704,MIH86010034HDFRRA01,Clínica 14 - Santa Fe
2024_30008006,2024_30008006_01,Mujer,46,60.6,147.2,,1,3.9,3.6,34,84,125,0.52,97,5.1,148,,"8,050,271,511",1,301,"1,079,153,839",0,Ximena Gonzalez Ramirez,32735454325,XIM81008006HDFRRA01,Hospital Regional Sur
2024_30008010,2024_30008010_01,Mujer,45,65.65,141.5,,1,5,3.7,38,77,119,0.62,92,16.9,88,,"8,050,271,511",1,301,"1,079,153,839",0,Isabel Cortes Ramirez,80724277642,ISM59008010HDFRRA01,Hospital Regional Sur
2024_30008011,2024_30008011_01,Mujer,22,42.85,145,,1,3.9,3.7,47,73,123,0.61,82,4,66,,"1,413,257,945",1,301,"1,536,466,013",0,Elena Sanchez Rodriguez,44808038531,ELM56008011HDFRRA01,HGZ 1 - Centro
2024_30008016,2024_30008016_01,Hombre,56,71.75,157,,1,5.4,3.9,50,111,179,0.7,91,6.3,148,,"2,417,330,362",1,301,,0,Javier Perez Rodriguez,51987050821,JAH25008016HDFRRA01,Unidad Médica Familiar 22
2024_30008016,2024_30008016_03,Mujer,23,55.45,153.8,,1,4,3.7,46,86,138,0.67,81,10.9,133,,"1,413,257,945",1,301,"1,536,466,013",0,Gabriela Cortes Garcia,91985844611,GAM92008016HDFRRA01,Hospital Regional Sur
2024_30008017,2024_30008017_01,Hombre,48,55.55,161.9,,1,5.9,3.4,60,67,129,0.77,72,2,76,,"1,193,595,414",1,301,,0,Miguel Ramirez Perez,85928774432,MIH38008017HDFRRA01,HGZ 1 - Centro
2024_30008022,2024_30008022_02,Mujer,48,97.4,150.2,,1,5.5,3.6,35,86,115,0.58,103,11.5,99,,"1,606,133,523",1,301,"2,001,346,285",2,Maria Rodriguez Perez,19746737957,MAM37008022HDFRRA01,Hospital Regional Sur
2024_30008022,2024_30008022_03,Mujer,31,54.25,146.1,,1,5.2,3.6,38,97,136,0.51,85,9.2,90,,"1,941,814,514",1,301,"1,690,807,089",0,Beatriz Perez Rodriguez,72984564042,BEM46008022HDFRRA01,Unidad Médica Familiar 22
2024_30008028,2024_30008028_01,Mujer,40,58.15,147,,1,4,3.9,45,72,129,0.45,78,9.3,167,,"1,427,616,072",1,301,"1,552,075,884",0,Lucia Cortes Ramirez,21747848558,LUM52008028HDFRRA01,Centro de Salud Urbano N01
2024_30008029,2024_30008029_01,Mujer,67,,,,1,3.1,3.4,37,87,141,0.56,345,6.6,150,,"8,132,059,001",1,301,"7,288,006,003",2,Ximena Rodriguez Ramirez,31777131262,XIM72008029HDFRRA01,HGZ 1 - Centro
2024_30008029,2024_30008029_02,Hombre,33,70.9,162.5,,1,5.3,3.8,48,88,142,0.77,79,2.6,76,,"3,715,980,311",1,301,,0,Ricardo Sanchez Ramirez,45935211698,RIH51008029HDFRRA01,Clínica 14 - Santa Fe
2024_30008030,2024_30008030_01,Hombre,88,,,,1,6.1,3,60,61,127,0.69,100,6.1,56,,"2,441,889,456",1,301,"2,346,632,678",2,Roberto Gonzalez Lopez,13919821306,ROH12008030HDFRRA01,Clínica 14 - Santa Fe
2024_30008033,2024_30008033_01,Mujer,50,73.75,147.3,,1,3.8,2.1,19,78,97,0.41,160,27.9,112,8,"8,030,667,617",1,301,,2,Maria Sanchez Rodriguez,64899982436,MAM33008033HDFRRA01,Centro de Salud Urbano N01
2024_30008037,2024_30008037_02,Mujer,78,,,,1,3.8,2.9,33,114,139,0.51,80,5.4,104,,"16,264,118",1,301,"1,457,601,201",0,Isabel Cortes Hernandez,69884096803,ISM97008037HDFRRA01,Unidad Médica Familiar 22
2024_30008037,2024_30008037_03,Mujer,38,74.55,152.7,,1,3.6,4,40,102,142,0.48,85,12.1,76,,"1,427,616,072",1,301,"1,552,075,884",0,Elena Gonzalez Martinez,79774910007,ELM38008037HDFRRA01,HGZ 1 - Centro
2024_30008038,2024_30008038_01,Mujer,55,45.55,140.8,,1,2.9,3.4,37,78,127,0.57,81,4,114,,"8,030,667,617",1,301,,0,Maria Ramirez Gonzalez,19726579475,MAM72008038HDFRRA01,Centro de Salud Urbano N01
2024_30008038,2024_30008038_02,Mujer,25,63.45,155.6,,1,3,3.1,52,52,112,0.44,75,7.1,110,,"1,941,814,514",1,301,"1,690,807,089",0,Martha Garcia Cortes,22948913362,MAM45008038HDFRRA01,HGZ 1 - Centro
2024_28003002,2024_28003002_01,Mujer,59,55.1,144.9,,1,2.4,3.4,30,74,137,0.39,299,5.6,252,,"7,521,989,214",2,282,,2,Gabriela Rodriguez Perez,80988111029,GAM17003002HDFRRA01,Hospital Regional Sur
2024_28003002,2024_28003002_02,Mujer,33,89.45,156.6,,1,2.9,3,32,103,134,0.47,361,9.1,155,,,2,282,"8,404,957,447",2,Isabel Rodriguez Hernandez,96954360780,ISM96003002HDFRRA01,Centro de Salud Urbano N01
2024_28003003,2024_28003003_01,Hombre,40,87.25,164.4,,1,5.3,3.5,17,149,262,0.66,81,19.5,689,,"3,869,930,954",2,282,,0,Antonio Sanchez Martinez,87865039106,ANH54003003HDFRRA01,Hospital Regional Sur
2024_28003005,2024_28003005_01,Hombre,37,67.9,172.2,,1,5.8,3.5,49,110,170,0.77,88,7.4,192,,"3,869,930,954",2,282,,0,Javier Perez Gonzalez,73836984340,JAH27003005HDFRRA01,Centro de Salud Urbano N01
2024_28003007,2024_28003007_01,Hombre,70,,,,1,5.7,3.7,41,139,202,0.75,91,5.7,181,,"172,950,038",2,282,"1,079,599,268",0,Ricardo Perez Garcia,90954665727,RIH96003007HDFRRA01,Hospital Regional Sur
2024_28003013,2024_28003013_02,Mujer,27,58.4,143.3,,1,4,3.5,38,76,109,0.49,78,7.2,56,,,2,282,"1,617,401,351",0,Lucia Hernandez Lopez,82965911758,LUM10003013HDFRRA01,Unidad Médica Familiar 22
2024_28003019,2024_28003019_01,Hombre,52,54.8,143.8,,1,6.4,4,47,136,202,0.89,87,3.6,177,,,2,282,,0,Antonio Ramirez Gonzalez,56885440899,ANH38003019HDFRRA01,Clínica 14 - Santa Fe
2024_28003019,2024_28003019_02,Mujer,44,63.15,148.1,,1,3.4,2.8,40,58,116,0.6,70,6.5,173,,"2,270,079,371",2,282,"206,303,501",0,Elena Ramirez Sanchez,63944591786,ELM37003019HDFRRA01,Hospital Regional Sur
2024_28003023,2024_28003023_01,Hombre,65,,,,1,5.8,3.9,37,106,171,0.84,150,6,153,,"3,370,308,434",2,282,"2,103,834,471",2,Raffael Garcia Sanchez,12996911741,RAH10003023HDFRRA01,Unidad Médica Familiar 22
2024_28003029,2024_28003029_01,Hombre,32,99.5,172.6,,1,8.1,3.6,30,51,101,0.97,124,104.9,212,,"3,265,254,243",2,282,,2,Eduardo Cortes Garcia,32884821782,EDH18003029HDFRRA01,HGZ 1 - Centro
2024_28003045,2024_28003045_02,Mujer,51,70.65,155.1,,1,4.3,4.2,49,170,234,0.48,298,5.9,239,,"3,096,491,092",3,283,,2,Ximena Hernandez Sanchez,75964376837,XIM65003045HDFRRA01,HGZ 1 - Centro
2024_28003049,2024_28003049_02,Mujer,53,47.3,151.2,,1,2.4,4.3,51,90,153,0.73,93,3.3,100,,"2,177,879,113",3,283,,0,Ximena Ramirez Perez,33925713278,XIM77003049HDFRRA01,HGZ 1 - Centro
2024_28003051,2024_28003051_02,Mujer,48,70,155.5,,1,4.9,3.8,43,95,157,0.46,103,17.1,214,,"318,612,636",3,283,"3,771,254,873",2,Ana Gonzalez Gonzalez,74745043119,ANM98003051HDFRRA01,Unidad Médica Familiar 22
2024_28003057,2024_28003057_02,Mujer,30,80.6,156,,1,5.5,4.5,53,162,236,0.58,77,2.5,82,,"3,871,337,633",3,283,"310,766,849",0,Maria Rodriguez Perez,34858031537,MAM57003057HDFRRA01,Centro de Salud Urbano N01
2024_28003058,2024_28003058_01,Mujer,54,72.05,145.5,,1,3.5,3.9,29,83,172,1.8,490,9.2,710,,"2,337,171,038",3,283,,2,Ximena Sanchez Rodriguez,44808373298,XIM34003058HDFRRA01,Centro de Salud Urbano N01
2024_28003069,2024_28003069_01,Mujer,47,74.7,148.3,,1,3.2,3.3,40,90,126,0.49,75,4.8,89,,"9,473,771,053",3,283,"620,574,836",0,Martha Hernandez Cortes,60769521784,MAM81003069HDFRRA01,Hospital Regional Sur
2024_28003071,2024_28003071_02,Mujer,55,59.6,149.5,,1,4.5,3.5,28,65,125,0.51,95,12.5,382,,"2,529,012,322",3,283,,0,Lucia Lopez Hernandez,90989962448,LUM70003071HDFRRA01,HGZ 1 - Centro
2024_28003072,2024_28003072_02,Mujer,36,87.7,161.5,,1,6.4,3.6,34,89,136,0.64,136,111.1,281,,,3,283,"2,617,805,957",2,Beatriz Ramirez Ramirez,54995956761,BEM15003072HDFRRA01,Unidad Médica Familiar 22
2024_28003074,2024_28003074_02,Hombre,27,73.75,165.6,,1,5.3,3.7,31,101,139,0.61,78,8.9,190,,"1,645,798,804",3,283,,0,Miguel Sanchez Lopez,30838627237,MIH12003074HDFRRA01,Clínica 14 - Santa Fe
2024_28003080,2024_28003080_01,Mujer,47,67.65,161.2,,1,4.1,3.8,32,84,128,0.66,84,3,103,,"6,756,148,306",3,283,"4,405,235,699",0,Maria Cortes Lopez,65978281543,MAM98003080HDFRRA01,Unidad Médica Familiar 22
2024_28003080,2024_28003080_02,Hombre,26,73.75,178,,1,6.1,3.3,21,52,79,0.69,69,5.5,130,,"3,854,833,258",3,283,,0,Antonio Gonzalez Hernandez,93779383191,ANH16003080HDFRRA01,Unidad Médica Familiar 22
2024_28003083,2024_28003083_02,Mujer,,61.1,143.4,,1,5.3,3.9,51,135,195,0.57,98,13.3,129,,"1,921,167,517",3,283,"1,258,451,582",0,Gabriela Rodriguez Garcia,14905794313,GAM41003083HDFRRA01,Hospital Regional Sur
2024_28003093,2024_28003093_01,Mujer,69,,,,1,3.4,3.1,44,80,116,0.5,78,12.1,67,,"8,721,304,973",3,283,"6,418,396,673",0,Beatriz Martinez Ramirez,21927666392,BEM81003093HDFRRA01,Hospital Regional Sur
2024_28003097,2024_28003097_02,Mujer,35,72.9,157.5,,1,2.6,3.2,39,101,143,0.38,81,7.1,78,5,"6,096,312,374",3,283,"2,708,253,009",0,Beatriz Gonzalez Hernandez,69995153266,BEM63003097HDFRRA01,Clínica 14 - Santa Fe
2024_16006002,2024_16006002_01,Hombre,69,,,,1,5.4,3.2,25,82,123,0.77,103,5.5,120,,"3,215,133,386",3,163,"1,716,814,025",2,Roberto Garcia Sanchez,55758237897,ROH34006002HDFRRA01,Clínica 14 - Santa Fe
2024_16006002,2024_16006002_03,Mujer,26,86.9,161.5,,1,4.3,3.9,35,105,158,0.48,85,12.2,183,,"3,796,567,326",3,163,"3,846,002,723",0,Beatriz Sanchez Gonzalez,67954816595,BEM25006002HDFRRA01,Clínica 14 - Santa Fe
2024_16006007,2024_16006007_02,Mujer,28,69.45,153.5,,1,5.5,3,28,87,115,0.51,88,5.7,81,,"2,952,885,698",3,163,"2,991,335,451",0,Sofia Lopez Garcia,68744594734,SOM14006007HDFRRA01,Centro de Salud Urbano N01
2024_16006014,2024_16006014_01,Hombre,-7975,78.25,157,,1,5.2,4.2,36,101,148,1.03,135,17.4,246,,"1,615,899,963",3,163,,2,Carlos Cortes Garcia,86765694009,CAH23006014HDFRRA01,HGZ 1 - Centro
2024_16006014,2024_16006014_02,Mujer,34,69.15,155.5,,1,5.6,3.8,46,89,139,0.71,94,9.2,130,,"1,279,583,803",3,163,"1,296,245,362",0,Ximena Gonzalez Garcia,86955892566,XIM95006014HDFRRA01,Hospital Regional Sur
2024_16006017,2024_16006017_01,Hombre,47,71.15,163.6,,1,4.2,3.5,34,56,90,0.93,396,8.5,78,,"216,723,806",3,163,,2,Antonio Martinez Perez,68864769646,ANH78006017HDFRRA01,Hospital Regional Sur
2024_16006017,2024_16006017_02,Mujer,33,80.6,160,,1,4.5,4.3,47,108,156,0.82,93,4.9,108,5,"1,279,583,803",3,163,"1,296,245,362",0,Martha Martinez Gonzalez,86737020208,MAM35006017HDFRRA01,Hospital Regional Sur
2024_16006026,2024_16006026_02,Mujer,44,77,161.8,,1,3.1,2.9,27,70,105,0.45,164,36.1,132,,"2,585,449,072",3,163,"2,374,650,688",2,Maria Ramirez Garcia,49897164823,MAM92006026HDFRRA01,Hospital Regional Sur
2024_29002001,2024_29002001_01,Hombre,47,85.95,163.6,,1,5.4,3.1,31,110,166,0.74,89,11.3,235,,"3,771,203,304",2,292,,0,Carlos Lopez Perez,98974921387,CAH55002001HDFRRA01,Clínica 14 - Santa Fe
2024_29002001,2024_29002001_03,Hombre,21,68.75,168.1,,1,5.6,3,33,77,110,0.81,82,4.6,57,,"1,970,648,835",2,292,,0,Miguel Hernandez Hernandez,48857122215,MIH71002001HDFRRA01,HGZ 1 - Centro
2024_29002007,2024_29002007_02,Mujer,61,,,,1,4.3,2.9,31,111,155,0.48,80,3.1,91,,"5,915,080,939",2,292,"6,951,551,396",0,Isabel Gonzalez Cortes,90879586373,ISM19002007HDFRRA01,Hospital Regional Sur
2024_29002011,2024_29002011_02,Mujer,75,,,,1,4.1,3.5,36,134,194,0.52,116,11,169,,"6,978,848,455",2,292,"8,201,717,647",2,Ximena Martinez Sanchez,19816193407,XIM33002011HDFRRA01,Clínica 14 - Santa Fe
2024_29002013,2024_29002013_01,Hombre,49,114.95,169.5,,1,5.5,3.5,33,136,195,0.85,97,14.2,262,,"8,898,832,196",2,292,,0,Javier Hernandez Ramirez,59925390875,JAH59002013HDFRRA01,Hospital Regional Sur
2024_29002018,2024_29002018_02,Mujer,73,,,,1,7.7,2.8,28,60,214,1.55,122,25,719,,"6,240,085,387",2,292,"733,350,477",2,Isabel Hernandez Perez,13937238355,ISM91002018HDFRRA01,HGZ 1 - Centro
2024_29002018,2024_29002018_03,Mujer,40,61.4,157,,1,3.7,2.7,30,65,110,0.75,86,8.8,116,,"1,130,135,792",2,292,"5,479,285,751",0,Elena Gonzalez Garcia,45965686457,ELM25002018HDFRRA01,HGZ 1 - Centro
2024_29002019,2024_29002019_01,Hombre,27,109.75,170.1,,1,8.1,3.9,30,94,120,1.1,96,25,119,,"1,922,328,709",2,292,,0,Eduardo Martinez Ramirez,24747552085,EDH52002019HDFRRA01,Centro de Salud Urbano N01
2024_29002022,2024_29002022_02,Mujer,66,,,,1,4.7,2.9,40,102,145,0.76,94,4.7,85,,"805,048,329",2,292,"7,715,364,784",0,Martha Garcia Sanchez,51908289759,MAM10002022HDFRRA01,Hospital Regional Sur
2024_29002026,2024_29002026_03,Hombre,22,96.2,178.5,,1,6.2,4.1,32,131,183,0.64,93,12.3,233,,"9,652,157,559",2,292,,0,Raffael Garcia Gonzalez,92944974677,RAH75002026HDFRRA01,Clínica 14 - Santa Fe
2024_29002032,2024_29002032_01,Hombre,39,83.3,170,,1,5.4,3.2,34,98,140,1.07,104,4.4,207,,"2,011,289,595",2,292,,2,Luis Sanchez Perez,73775783236,LUH66002032HDFRRA01,Unidad Médica Familiar 22
2024_29002035,2024_29002035_02,Mujer,42,77.15,160.6,,1,5.2,3,24,60,95,0.52,94,19,152,,"2,186,734,971",2,292,"1,315,977,043",0,Ximena Gonzalez Martinez,14827216875,XIM98002035HDFRRA01,HGZ 1 - Centro
2024_19006006,2024_19006006_01,Hombre,46,62.05,161.8,,1,5,3.2,40,106,148,0.77,94,4.7,117,5,"4,211,589,693",3,193,,0,Juan Cortes Cortes,42776883805,JUH22006006HDFRRA01,Clínica 14 - Santa Fe
2024_19006006,2024_19006006_02,Mujer,41,81.8,162.2,,1,4.1,3.5,44,81,125,0.45,88,7.8,76,,"1,387,684,337",3,193,"9,893,464,482",0,Elena Hernandez Perez,66924612189,ELM24006006HDFRRA01,HGZ 1 - Centro
2024_19006009,2024_19006009_02,Mujer,39,80.85,149.6,,1,6,3.7,46,140,200,0.66,122,29.4,192,,"1,255,608,323",3,193,"9,684,636,425",2,Gabriela Hernandez Perez,78927350489,GAM37006009HDFRRA01,HGZ 1 - Centro
2024_19006012,2024_19006012_03,Hombre,22,79.4,179.8,,1,4.3,4.1,51,81,156,0.8,103,13.1,218,,"2,249,052,803",3,193,,2,Javier Cortes Lopez,81919413495,JAH66006012HDFRRA01,Clínica 14 - Santa Fe
2024_19006015,2024_19006015_01,Hombre,33,93.9,180.8,,1,15.1,6,43,170,352,1.36,122,0.2,2834,,"1,253,410,953",3,193,,2,Miguel Rodriguez Martinez,41975444230,MIH86006015HDFRRA01,HGZ 1 - Centro
2024_19006024,2024_19006024_01,Mujer,42,86.7,161.2,,1,3.3,3.5,34,100,144,0.48,267,27.3,272,,"2,444,135,236",3,193,"1,742,540,756",2,Elena Cortes Hernandez,52898654843,ELM31006024HDFRRA01,Clínica 14 - Santa Fe
2024_19006039,2024_19006039_01,Hombre,44,88.45,169.8,,1,4,3.1,41,84,128,0.73,109,38.2,53,,"193,954,665",3,193,,2,Miguel Martinez Lopez,32844557249,MIH41006039HDFRRA01,Hospital Regional Sur
2024_19006048,2024_19006048_01,Mujer,50,79.3,165.5,,1,7.2,3.8,36,99,139,0.82,90,11.4,88,,"8,052,155,104",3,193,"5,377,036,353",0,Isabel Hernandez Perez,39919684313,ISM50006048HDFRRA01,Unidad Médica Familiar 22
2024_19006050,2024_19006050_01,Hombre,50,106.95,171,,1,8.5,3,34,85,143,0.73,118,20.6,258,,"1,336,874,365",3,193,,2,Raffael Cortes Ramirez,64828212053,RAH26006050HDFRRA01,Clínica 14 - Santa Fe
2024_19006051,2024_19006051_03,Mujer,22,53.55,154.9,,1,3.1,2.7,41,61,93,0.51,86,6.1,73,,"2,221,365,683",3,193,"1,842,871,507",0,Ana Perez Martinez,15738323628,ANM86006051HDFRRA01,Hospital Regional Sur
2024_19006056,2024_19006056_01,Hombre,31,84,166.6,,1,4.5,2.6,23,54,68,0.81,78,3.4,70,,"1,581,744,662",3,193,,0,Antonio Hernandez Sanchez,18725020969,ANH16006056HDFRRA01,Hospital Regional Sur
2024_19006075,2024_19006075_01,Mujer,39,68.7,158.7,,1,4.5,3.3,42,56,96,0.76,94,4.1,41,,"1,415,229,301",3,193,"1,086,598,766",0,Sofia Sanchez Garcia,73737583076,SOM22006075HDFRRA01,Unidad Médica Familiar 22
2024_19006075,2024_19006075_02,Hombre,56,98.75,170.4,,1,5.1,3.8,60,75,131,0.72,106,9.5,50,,"6,387,907,406",3,193,,2,Miguel Rodriguez Rodriguez,91898668027,MIH63006075HDFRRA01,HGZ 1 - Centro
2024_19006076,2024_19006076_01,Hombre,43,98.8,173.4,,1,5.2,4.6,25,92,186,0.55,82,7.4,1396,,"7,057,524,851",3,193,,0,Roberto Lopez Gonzalez,34989374644,ROH51006076HDFRRA01,Centro de Salud Urbano N01
2024_19006090,2024_19006090_01,Hombre,50,68.1,159.6,,1,7.1,4.2,40,78,156,1.04,100,6.2,260,5,"6,989,913,849",3,193,,2,Juan Lopez Ramirez,47855490757,JUH15006090HDFRRA01,Clínica 14 - Santa Fe
2024_19006094,2024_19006094_02,Mujer,57,93.15,155.8,,1,4.5,3.7,77,106,193,0.65,80,16,104,,"1,017,183,109",3,193,,0,Isabel Gonzalez Hernandez,47738584542,ISM77006094HDFRRA01,Centro de Salud Urbano N01
2024_19006096,2024_19006096_01,Hombre,45,96.65,168.6,34,1,6,3.4,40,77,122,0.88,106,10.4,84,,"1,325,280,658",3,193,,2,Carlos Perez Rodriguez,67746016473,CAH35006096HDFRRA01,Unidad Médica Familiar 22
2024_19006103,2024_19006103_02,Mujer,37,70.55,156,,1,4.1,3.6,34,107,158,0.81,110,36.2,193,,"2,310,896,055",3,193,"1,063,122,658",2,Elena Perez Gonzalez,43936754005,ELM61006103HDFRRA01,HGZ 1 - Centro
2024_19006107,2024_19006107_02,Mujer,32,68.1,158,,1,3.7,1.8,24,38,57,0.49,68,8.4,46,,"2,447,317,467",3,193,"112,588,303",0,Ana Perez Martinez,67819916520,ANM12006107HDFRRA01,Centro de Salud Urbano N01
2024_19006109,2024_19006109_01,Hombre,34,101.4,172.4,,1,6.1,3,27,116,144,0.76,73,7,48,,"2,922,432,689",3,193,,0,Miguel Martinez Perez,28929250454,MIH31006109HDFRRA01,HGZ 1 - Centro
2024_19006133,2024_19006133_01,Hombre,49,75.7,149.4,,1,3.7,1.7,20,29,53,0.36,120,53.7,150,,"1,274,821,274",3,193,,2,Raffael Ramirez Cortes,29947489321,RAH77006133HDFRRA01,Clínica 14 - Santa Fe
2024_19006133,2024_19006133_04,Hombre,25,76.4,166.6,,1,6.4,3.3,32,75,116,0.58,79,9.7,122,,"4,225,366,267",3,193,,0,Carlos Ramirez Sanchez,80939021264,CAH32006133HDFRRA01,Centro de Salud Urbano N01
2024_19006168,2024_19006168_01,Hombre,26,72.9,165.1,,1,6,3.9,47,94,138,0.89,89,9.1,144,,"3,057,919,325",1,191,,0,Carlos Sanchez Sanchez,85776178071,CAH78006168HDFRRA01,Hospital Regional Sur
2024_19006184,2024_19006184_01,Mujer,33,55.2,155.1,,1,4.2,4.3,66,85,143,0.89,100,4.1,45,,"1,910,929,849",1,191,"8,176,595,047",2,Elena Garcia Gonzalez,77986172622,ELM20006184HDFRRA01,HGZ 1 - Centro
2024_19006211,2024_19006211_02,Mujer,40,78.95,167.3,,1,3,3.4,44,95,149,0.61,86,6,116,,"2,960,192,931",1,191,"1,266,624,145",0,Elena Ramirez Hernandez,22876385760,ELM83006211HDFRRA01,Unidad Médica Familiar 22
2024_19006216,2024_19006216_02,Mujer,42,68.4,163,,1,4.6,3.4,32,90,121,0.62,107,47.8,117,,,1,191,"1,266,624,145",2,Lucia Rodriguez Martinez,64748826765,LUM60006216HDFRRA01,HGZ 1 - Centro
2024_08004011,2024_08004011_02,Hombre,36,107,172.9,,1,4.7,4,50,76,144,0.72,88,7.8,86,,"4,121,788,892",2,82,,0,Carlos Hernandez Cortes,52785938699,CAH85004011HDFRRA01,Hospital Regional Sur
2024_08004012,2024_08004012_02,Mujer,32,91.8,154.5,,1,5.4,3.6,39,102,151,0.6,93,10.2,136,,"5,680,252,369",2,82,"1,297,972,328",0,Beatriz Hernandez Gonzalez,27757745552,BEM51004012HDFRRA01,Hospital Regional Sur
2024_08004021,2024_08004021_01,Mujer,36,57.35,155.6,,1,4.9,3.8,51,119,178,0.65,87,9,166,,"3,811,859,604",2,82,"8,710,331,796",0,Ana Lopez Hernandez,51895311449,ANM67004021HDFRRA01,Centro de Salud Urbano N01
2024_24003004,2024_24003004_01,Hombre,64,,,,1,7.7,2.8,24,45,81,9.62,75,13.3,85,,"45,573,682",1,241,"9,134,085,822",0,Eduardo Sanchez Garcia,51979552381,EDH80003004HDFRRA01,Centro de Salud Urbano N01
2024_14008014,2024_14008014_01,Hombre,59,222.22,222.2,,1,7.9,3.8,37,122,173,0.79,87,9.1,174,6,"2,782,987,444",1,141,,2,Ricardo Sanchez Cortes,87959393235,RIH20008014HDFRRA01,HGZ 1 - Centro
